chr	start	end	adipocyte	endothelial_cell	colon_fibroblasts	heart_fibroblasts	dermal_fibroblast	skeletal_muscle	smooth_muscle	heart_cardiomyocyte	bone_osteoblast	oligodendrocyte	neuron	hepatocyte	pancreas_duct	pancreas_acinar	pancreas_delta	pancreas_beta	pancreas_alpha	kidney_epithelial	thyroid_epithelial	fallopian_epithelial	ovary_epithelial	erythrocyte_progenitor	T-cell	NK-cell	monocyte	granulocyte	B-cell	epiderminal_keratinocyte	head_neck_epithelial	lung_epithelial	prostate_epithelial	bladder_epithelial	breast_luminal	breast_basal	lung_alveolar_epithelial	gallbladder	gastric_epithelial	colon_epithelial	small_int_epithelial
chr16	78321747	78322187	0.90	0.94	0.73	0.59	0.70	0.91	0.76	0.87	0.83	0.95	0.81	0.97	0.97	0.94	0.77	0.03	0.01	0.97	0.96	0.92	0.94	0.73	0.96	0.96	0.96	0.96	0.96	0.90	0.90	0.90	0.86	0.94	0.96	0.98	0.91	0.93	0.93	0.95	0.95
chr16	78438718	78438939	0.84	0.71	0.84	0.80	0.79	0.59	0.68	0.97	0.02	0.96	0.94	0.97	0.91	0.92	0.91	0.94	0.95	0.71	0.96	0.90	0.87	0.63	0.93	0.90	0.93	0.87	0.90	0.89	0.94	0.86	0.93	0.93	0.91	0.96	0.96	0.95	0.94	0.96	0.97
chr16	78539480	78539824	0.92	0.93	0.91	0.61	0.86	0.74	0.65	0.98	0.75	0.92	0.85	0.96	0.97	0.90	0.94	0.95	0.94	0.93	0.95	0.97	0.95	0.52	0.95	0.96	0.94	0.90	0.96	0.07	0.70	0.94	0.93	0.91	0.88	0.98	0.93	0.96	0.79	0.94	0.95
chr16	78556563	78556828	0.96	0.96	0.91	0.84	0.95	0.96	0.82	0.97	0.86	0.97	0.97	0.06	0.98	0.95	0.97	0.96	0.96	0.97	0.95	0.98	0.96	0.80	0.94	0.96	0.97	0.97	0.95	0.92	0.97	0.97	0.97	0.94	0.98	0.98	0.97	0.95	0.95	0.96	0.96
chr16	79108935	79109227	0.91	0.90	0.84	0.72	0.86	0.87	0.70	0.97	0.77	0.86	0.96	0.96	0.96	0.90	0.92	0.95	0.92	0.79	0.89	0.97	0.86	0.64	0.95	0.97	0.97	0.96	0.96	0.16	0.86	0.90	0.77	0.95	0.93	0.96	0.90	0.89	0.92	0.95	0.96
chr16	79109659	79110000	0.88	0.92	0.89	0.51	0.85	0.93	0.67	0.97	0.79	0.92	0.94	0.97	0.96	0.93	0.96	0.97	0.97	0.87	0.96	0.97	0.95	0.68	0.94	0.96	0.87	0.97	0.92	0.03	0.83	0.96	0.87	0.95	0.92	0.96	0.96	0.95	0.94	0.90	0.77
chr16	79139872	79140193	0.86	0.90	0.86	0.08	0.53	0.73	0.64	0.88	0.80	0.97	0.92	0.97	0.97	0.89	0.92	0.95	0.96	0.94	0.95	0.95	0.93	0.66	0.94	0.95	0.96	0.95	0.94	0.90	0.95	0.93	0.93	0.93	0.98	0.98	0.93	0.96	0.94	0.93	0.95
chr16	79159777	79160153	0.94	0.93	0.91	0.70	0.86	0.91	0.71	0.78	0.83	0.62	0.89	0.97	0.95	0.89	0.93	0.97	0.97	0.97	0.94	0.96	0.97	0.71	0.95	0.97	0.97	0.97	0.93	0.01	0.15	0.86	0.95	0.90	0.96	0.97	0.88	0.97	0.94	0.95	0.97
chr16	79444388	79445134	0.95	0.93	0.85	0.60	0.83	0.94	0.66	0.97	0.77	0.96	0.96	0.93	0.95	0.81	0.91	0.95	0.93	0.94	0.96	0.97	0.90	0.64	0.90	0.94	0.94	0.95	0.86	0.88	0.92	0.93	0.95	0.91	0.92	0.91	0.94	0.87	0.89	0.91	0.07
chr16	81018139	81018869	0.97	0.97	0.94	0.94	0.91	0.96	0.95	0.98	0.91	0.17	0.93	0.98	0.98	0.98	0.97	0.98	0.97	0.98	0.97	0.97	0.97	0.93	0.96	0.98	0.98	0.97	0.97	0.94	0.97	0.97	0.98	0.98	0.97	0.94	0.97	0.97	0.97	0.97	0.98
chr16	81082008	81082674	0.85	0.84	0.80	0.89	0.92	0.92	0.73	0.78	0.91	0.92	0.92	0.90	0.22	0.86	0.74	0.72	0.79	0.89	0.88	0.87	0.89	0.65	0.83	0.88	0.91	0.88	0.91	0.83	0.85	0.90	0.79	0.87	0.95	0.91	0.82	0.70	0.89	0.90	0.86
chr16	81228193	81228549	0.88	0.85	0.79	0.73	0.79	0.86	0.67	0.95	0.63	0.84	0.94	0.83	0.90	0.62	0.85	0.91	0.93	0.91	0.91	0.96	0.89	0.58	0.79	0.89	0.92	0.93	0.85	0.90	0.93	0.90	0.95	0.87	0.95	0.97	0.87	0.12	0.77	0.85	0.04
chr16	81290297	81290550	0.73	0.84	0.83	0.14	0.80	0.70	0.49	0.89	0.81	0.82	0.85	0.89	0.93	0.80	0.88	0.92	0.93	0.93	0.88	0.94	0.95	0.66	0.92	0.93	0.94	0.96	0.93	0.91	0.88	0.87	0.90	0.90	0.97	0.95	0.87	0.92	0.95	0.96	0.97
chr16	81356756	81356976	0.95	0.96	0.95	0.93	0.93	0.92	0.92	0.96	0.95	0.95	0.96	0.96	0.97	0.97	0.93	0.94	0.95	0.95	0.95	0.95	0.97	0.83	0.91	0.98	0.95	0.75	0.97	0.90	0.94	0.97	0.96	0.96	0.80	0.10	0.95	0.97	0.97	0.98	0.97
chr16	81377254	81377771	0.82	0.90	0.94	0.95	0.94	0.93	0.93	0.96	0.92	0.96	0.94	0.97	0.97	0.95	0.93	0.95	0.95	0.97	0.96	0.98	0.95	0.80	0.96	0.97	0.97	0.90	0.97	0.11	0.89	0.95	0.93	0.96	0.96	0.90	0.96	0.95	0.97	0.96	0.96
chr16	81419837	81420123	0.96	0.96	0.92	0.91	0.94	0.94	0.88	0.96	0.91	0.95	0.97	0.96	0.95	0.93	0.96	0.95	0.96	0.98	0.95	0.96	0.96	0.71	0.90	0.89	0.97	0.97	0.96	0.95	0.96	0.95	0.93	0.93	0.98	0.97	0.94	0.93	0.93	0.04	0.81
chr16	81480276	81480518	0.96	0.95	0.78	0.94	0.96	0.95	0.92	0.98	0.97	0.96	0.96	0.96	0.96	0.95	0.97	0.97	0.98	0.90	0.94	0.97	0.92	0.74	0.96	0.93	0.93	0.89	0.23	0.94	0.94	0.96	0.97	0.96	0.96	0.95	0.95	0.89	0.94	0.95	0.93
chr16	81518818	81519023	0.94	0.91	0.95	0.95	0.97	0.96	0.94	0.97	0.97	0.96	0.96	0.97	0.98	0.97	0.98	0.98	0.97	0.17	0.81	0.97	0.67	0.72	0.96	0.97	0.97	0.91	0.89	0.92	0.93	0.95	0.97	0.95	0.98	0.94	0.96	0.96	0.97	0.94	0.93
chr16	81546634	81547112	0.91	0.94	0.93	0.93	0.92	0.90	0.88	0.94	0.93	0.93	0.82	0.94	0.94	0.94	0.84	0.84	0.64	0.17	0.51	0.90	0.94	0.75	0.96	0.97	0.94	0.89	0.94	0.90	0.92	0.91	0.94	0.92	0.95	0.97	0.88	0.89	0.94	0.92	0.90
chr16	81606984	81607274	0.94	0.94	0.92	0.81	0.95	0.94	0.89	0.93	0.93	0.96	0.78	0.97	0.97	0.95	0.97	0.97	0.96	0.97	0.93	0.96	0.95	0.69	0.95	0.98	0.97	0.98	0.96	0.25	0.79	0.93	0.96	0.96	0.97	0.95	0.92	0.95	0.96	0.96	0.95
chr16	81668248	81668444	0.88	0.86	0.87	0.87	0.93	0.80	0.83	0.90	0.81	0.85	0.86	0.97	0.94	0.95	0.80	0.83	0.85	0.85	0.95	0.92	0.93	0.86	0.96	0.97	0.95	0.96	0.96	0.84	0.87	0.84	0.82	0.95	0.86	0.14	0.93	0.92	0.92	0.96	0.95
chr16	81692144	81692302	0.96	0.96	0.94	0.93	0.94	0.95	0.91	0.98	0.94	0.95	0.87	0.97	0.98	0.94	0.63	0.14	0.12	0.97	0.96	0.98	0.96	0.89	0.97	0.98	0.98	0.98	0.97	0.97	0.96	0.96	0.85	0.94	0.98	0.97	0.97	0.95	0.96	0.70	0.75
chr16	81731595	81731987	0.94	0.96	0.93	0.92	0.90	0.95	0.87	0.97	0.86	0.95	0.96	0.96	0.97	0.90	0.94	0.96	0.97	0.23	0.90	0.95	0.94	0.74	0.94	0.97	0.97	0.97	0.96	0.95	0.94	0.95	0.96	0.96	0.97	0.98	0.92	0.95	0.93	0.94	0.91
chr16	81785801	81786192	0.92	0.93	0.80	0.83	0.83	0.87	0.81	0.98	0.90	0.94	0.96	0.96	0.95	0.89	0.92	0.95	0.95	0.86	0.92	0.98	0.96	0.72	0.95	0.97	0.95	0.94	0.77	0.94	0.93	0.94	0.96	0.95	0.91	0.88	0.93	0.09	0.94	0.88	0.94
chr16	81932086	81932405	0.89	0.90	0.95	0.59	0.80	0.89	0.62	0.92	0.77	0.97	0.96	0.96	0.91	0.53	0.91	0.89	0.89	0.84	0.91	0.90	0.90	0.65	0.93	0.98	0.97	0.97	0.94	0.86	0.84	0.77	0.70	0.16	0.88	0.95	0.83	0.89	0.80	0.87	0.96
chr16	82106090	82106730	0.85	0.85	0.71	0.60	0.83	0.81	0.59	0.97	0.62	0.88	0.94	0.96	0.94	0.75	0.90	0.88	0.87	0.94	0.86	0.87	0.80	0.61	0.84	0.93	0.93	0.95	0.90	0.89	0.93	0.79	0.59	0.11	0.91	0.82	0.85	0.92	0.90	0.94	0.89
chr16	82137120	82137345	0.82	0.81	0.92	0.83	0.88	0.85	0.82	0.92	0.87	0.97	0.95	0.92	0.97	0.91	0.87	0.92	0.87	0.92	0.94	0.89	0.92	0.55	0.95	0.94	0.97	0.96	0.97	0.98	0.95	0.93	0.74	0.20	0.38	0.94	0.92	0.75	0.90	0.95	0.95
chr16	83963718	83963957	0.82	0.84	0.83	0.82	0.70	0.71	0.79	0.90	0.84	0.89	0.88	0.75	0.90	0.91	0.86	0.82	0.89	0.94	0.93	0.10	0.76	0.67	0.86	0.90	0.91	0.91	0.87	0.89	0.83	0.80	0.93	0.84	0.91	0.87	0.89	0.93	0.89	0.88	0.89
chr16	84019294	84019514	0.92	0.90	0.86	0.74	0.82	0.86	0.74	0.96	0.81	0.95	0.91	0.93	0.89	0.88	0.01	0.01	0.37	0.97	0.92	0.93	0.90	0.63	0.88	0.94	0.94	0.97	0.91	0.93	0.93	0.96	0.91	0.90	0.92	0.93	0.92	0.95	0.92	0.93	0.93
chr16	84058225	84058502	0.94	0.95	0.94	0.91	0.96	0.93	0.90	0.77	0.92	0.95	0.85	0.97	0.96	0.95	0.89	0.17	0.90	0.97	0.97	0.98	0.95	0.81	0.96	0.97	0.98	0.97	0.97	0.90	0.96	0.96	0.98	0.98	0.97	0.96	0.96	0.96	0.96	0.96	0.97
chr16	84069290	84069825	0.83	0.91	0.92	0.88	0.91	0.78	0.86	0.89	0.86	0.89	0.83	0.93	0.91	0.87	0.85	0.89	0.90	0.90	0.92	0.93	0.92	0.73	0.94	0.95	0.14	0.40	0.87	0.90	0.92	0.93	0.93	0.96	0.96	0.88	0.92	0.92	0.94	0.94	0.92
chr16	84405349	84405645	0.87	0.86	0.83	0.69	0.87	0.57	0.73	0.89	0.68	0.93	0.92	0.88	0.92	0.84	0.91	0.94	0.93	0.92	0.94	0.92	0.93	0.68	0.83	0.89	0.92	0.92	0.85	0.69	0.09	0.74	0.93	0.94	0.94	0.94	0.96	0.96	0.96	0.94	0.95
chr16	84516571	84516791	0.90	0.92	0.92	0.87	0.91	0.86	0.82	0.91	0.86	0.88	0.96	0.87	0.87	0.73	0.92	0.96	0.96	0.75	0.89	0.13	0.62	0.66	0.94	0.98	0.97	0.97	0.96	0.91	0.91	0.91	0.96	0.94	0.92	0.97	0.91	0.91	0.95	0.94	0.92
chr16	84650112	84650388	0.92	0.95	0.93	0.88	0.89	0.92	0.85	0.97	0.94	0.95	0.95	0.91	0.21	0.70	0.92	0.91	0.93	0.93	0.96	0.96	0.94	0.84	0.95	0.96	0.97	0.97	0.96	0.92	0.95	0.97	0.95	0.93	0.91	0.96	0.96	0.35	0.93	0.96	0.94
chr16	84789194	84789384	0.56	0.93	0.96	0.95	0.18	0.83	0.89	0.99	0.36	0.81	0.74	0.97	0.97	0.96	0.96	0.97	0.96	0.96	0.93	0.92	0.93	0.78	0.96	0.97	0.89	0.79	0.95	0.59	0.74	0.96	0.97	0.96	0.63	0.66	0.96	0.95	0.97	0.97	0.98
chr16	84789504	84789660	0.63	0.91	0.90	0.88	0.30	0.83	0.88	0.95	0.58	0.92	0.84	0.95	0.93	0.82	0.91	0.90	0.90	0.92	0.93	0.95	0.95	0.74	0.92	0.94	0.96	0.95	0.91	0.82	0.83	0.86	0.93	0.89	0.76	0.76	0.94	0.87	0.92	0.91	0.94
chr16	85197024	85197198	0.60	0.72	0.72	0.90	0.89	0.81	0.84	0.98	0.64	0.87	0.95	0.97	0.05	0.76	0.88	0.94	0.83	0.84	0.95	0.84	0.76	0.69	0.88	0.94	0.94	0.94	0.90	0.83	0.87	0.92	0.86	0.93	0.88	0.93	0.91	0.68	0.95	0.90	0.87
chr16	85317574	85317833	0.95	0.94	0.86	0.93	0.95	0.93	0.92	0.95	0.93	0.83	0.93	0.96	0.92	0.09	0.94	0.93	0.91	0.95	0.93	0.94	0.95	0.73	0.89	0.89	0.96	0.96	0.94	0.92	0.94	0.96	0.96	0.96	0.95	0.96	0.93	0.95	0.94	0.96	0.95
chr16	85483895	85484151	0.91	0.93	0.82	0.91	0.91	0.91	0.88	0.92	0.87	0.95	0.94	0.94	0.94	0.83	0.72	0.59	0.67	0.88	0.89	0.95	0.94	0.72	0.87	0.90	0.92	0.92	0.86	0.89	0.93	0.88	0.96	0.95	0.95	0.96	0.15	0.95	0.92	0.94	0.91
chr16	85484672	85484861	0.94	0.96	0.73	0.93	0.93	0.93	0.90	0.95	0.95	0.95	0.83	0.96	0.97	0.96	0.68	0.45	0.60	0.96	0.93	0.92	0.93	0.58	0.87	0.81	0.72	0.72	0.83	0.86	0.92	0.90	0.92	0.95	0.87	0.96	0.04	0.96	0.90	0.84	0.86
chr16	85512533	85512807	0.91	0.89	0.68	0.90	0.88	0.90	0.85	0.84	0.78	0.91	0.94	0.97	0.95	0.92	0.02	0.54	0.55	0.85	0.87	0.93	0.91	0.72	0.90	0.92	0.95	0.97	0.87	0.90	0.95	0.91	0.95	0.95	0.96	0.97	0.87	0.94	0.94	0.94	0.92
chr16	85517648	85517839	0.88	0.92	0.81	0.77	0.95	0.91	0.84	0.08	0.81	0.90	0.90	0.90	0.96	0.93	0.91	0.88	0.71	0.92	0.94	0.97	0.94	0.01	0.90	0.93	0.92	0.90	0.87	0.93	0.91	0.90	0.94	0.94	0.96	0.97	0.91	0.90	0.92	0.93	0.92
chr16	85601466	85601730	0.87	0.95	0.87	0.86	0.94	0.94	0.79	0.86	0.93	0.96	0.91	0.97	0.98	0.88	0.87	0.79	0.90	0.97	0.96	0.20	0.75	0.81	0.95	0.97	0.97	0.93	0.95	0.89	0.93	0.93	0.96	0.95	0.96	0.96	0.95	0.92	0.93	0.94	0.95
chr16	85642799	85642958	0.93	0.95	0.87	0.93	0.94	0.82	0.92	0.83	0.56	0.97	0.95	0.96	0.97	0.92	0.81	0.82	0.88	0.84	0.94	0.95	0.83	0.43	0.91	0.10	0.60	0.54	0.89	0.92	0.91	0.87	0.92	0.88	0.92	0.96	0.82	0.40	0.55	0.74	0.92
chr16	85910902	85911064	0.96	0.94	0.71	0.79	0.90	0.94	0.82	0.97	0.84	0.89	0.92	0.96	0.93	0.88	0.94	0.92	0.86	0.96	0.96	0.97	0.94	0.66	0.94	0.91	0.89	0.91	0.04	0.91	0.91	0.93	0.95	0.92	0.92	0.96	0.92	0.96	0.93	0.97	0.96
chr16	86467143	86467393	0.91	0.92	0.52	0.72	0.82	0.88	0.51	0.89	0.06	0.95	0.96	0.82	0.84	0.72	0.80	0.82	0.80	0.87	0.85	0.82	0.85	0.62	0.91	0.94	0.94	0.93	0.93	0.87	0.90	0.92	0.76	0.73	0.85	0.89	0.85	0.87	0.87	0.87	0.89
chr16	86490043	86490299	0.78	0.84	0.75	0.55	0.80	0.74	0.81	0.85	0.75	0.93	0.90	0.72	0.82	0.63	0.73	0.77	0.75	0.19	0.86	0.79	0.75	0.54	0.81	0.87	0.90	0.90	0.89	0.84	0.80	0.82	0.83	0.84	0.79	0.81	0.79	0.84	0.77	0.82	0.84
chr16	86681815	86682100	0.86	0.79	0.83	0.33	0.83	0.71	0.84	0.89	0.03	0.92	0.96	0.82	0.88	0.72	0.87	0.87	0.84	0.91	0.91	0.90	0.86	0.66	0.92	0.93	0.95	0.96	0.93	0.91	0.92	0.92	0.93	0.96	0.75	0.76	0.86	0.94	0.89	0.91	0.92
chr16	86717370	86717579	0.89	0.92	0.79	0.86	0.87	0.85	0.77	0.94	0.61	0.86	0.96	0.76	0.92	0.66	0.86	0.85	0.84	0.93	0.90	0.96	0.90	0.52	0.80	0.92	0.91	0.89	0.79	0.84	0.71	0.08	0.77	0.82	0.35	0.81	0.69	0.96	0.83	0.85	0.90
chr16	86868047	86868285	0.83	0.89	0.84	0.90	0.31	0.75	0.74	0.94	0.75	0.93	0.96	0.84	0.91	0.80	0.94	0.91	0.89	0.92	0.88	0.85	0.87	0.67	0.89	0.95	0.94	0.95	0.90	0.82	0.91	0.91	0.95	0.90	0.92	0.96	0.90	0.85	0.87	0.82	0.75
chr16	86868400	86868615	0.59	0.79	0.72	0.69	0.14	0.61	0.42	0.96	0.48	0.84	0.92	0.82	0.83	0.68	0.87	0.85	0.79	0.86	0.89	0.83	0.82	0.63	0.92	0.92	0.94	0.93	0.94	0.86	0.86	0.89	0.88	0.89	0.86	0.93	0.83	0.80	0.87	0.88	0.87
chr16	87028439	87028667	0.83	0.93	0.83	0.79	0.77	0.87	0.80	0.97	0.19	0.96	0.97	0.79	0.85	0.89	0.85	0.85	0.88	0.95	0.89	0.91	0.92	0.64	0.90	0.94	0.93	0.96	0.92	0.89	0.92	0.85	0.90	0.86	0.93	0.96	0.84	0.80	0.84	0.89	0.85
chr16	87245609	87245900	0.88	0.81	0.83	0.13	0.58	0.69	0.70	0.90	0.18	0.96	0.97	0.91	0.75	0.91	0.86	0.88	0.88	0.90	0.85	0.86	0.92	0.82	0.93	0.91	0.96	0.96	0.95	0.89	0.94	0.88	0.93	0.94	0.95	0.97	0.81	0.81	0.87	0.95	0.94
chr16	87436834	87437030	0.85	0.80	0.58	0.84	0.88	0.77	0.80	0.96	0.85	0.96	0.67	0.97	0.98	0.97	0.94	0.93	0.93	0.97	0.98	0.98	0.95	0.64	0.05	0.06	0.90	0.96	0.75	0.95	0.97	0.96	0.96	0.94	0.99	0.96	0.97	0.95	0.97	0.97	0.96
chr16	87632124	87632516	0.81	0.83	0.73	0.76	0.69	0.79	0.76	0.92	0.04	0.93	0.69	0.88	0.88	0.74	0.97	0.95	0.92	0.80	0.48	0.77	0.82	0.63	0.88	0.94	0.92	0.93	0.91	0.73	0.80	0.84	0.86	0.84	0.87	0.89	0.78	0.99	0.91	0.87	0.92
chr16	87694605	87694934	0.90	0.93	0.94	0.90	0.90	0.82	0.84	0.97	0.91	0.78	0.26	0.97	0.97	0.96	0.94	0.93	0.96	0.96	0.96	0.96	0.96	0.80	0.96	0.96	0.97	0.96	0.95	0.94	0.94	0.94	0.96	0.96	0.97	0.97	0.95	0.96	0.96	0.95	0.93
chr16	87701229	87701776	0.94	0.94	0.83	0.94	0.91	0.91	0.93	0.96	0.91	0.96	0.83	0.97	0.97	0.96	0.96	0.95	0.96	0.98	0.96	0.96	0.96	0.89	0.87	0.91	0.95	0.95	0.06	0.94	0.93	0.93	0.94	0.94	0.97	0.95	0.95	0.94	0.95	0.94	0.95
chr16	87722540	87723073	0.95	0.96	0.84	0.91	0.92	0.84	0.93	0.86	0.89	0.19	0.79	0.98	0.96	0.94	0.92	0.94	0.93	0.95	0.93	0.95	0.96	0.85	0.96	0.97	0.98	0.97	0.96	0.94	0.96	0.96	0.97	0.96	0.97	0.98	0.96	0.96	0.95	0.97	0.97
chr16	87935743	87936163	0.92	0.90	0.86	0.84	0.82	0.90	0.77	0.95	0.82	0.94	0.96	0.07	0.97	0.92	0.96	0.94	0.92	0.96	0.96	0.93	0.93	0.62	0.88	0.92	0.93	0.95	0.92	0.93	0.92	0.94	0.94	0.92	0.97	0.97	0.93	0.94	0.93	0.93	0.92
chr16	87936223	87936776	0.85	0.89	0.84	0.81	0.81	0.83	0.75	0.93	0.80	0.89	0.96	0.06	0.94	0.87	0.93	0.93	0.90	0.92	0.92	0.91	0.91	0.70	0.91	0.93	0.95	0.96	0.94	0.91	0.91	0.90	0.92	0.91	0.93	0.91	0.88	0.88	0.90	0.91	0.88
chr16	87978592	87978904	0.92	0.94	0.91	0.92	0.93	0.88	0.92	0.93	0.92	0.94	0.95	0.97	0.94	0.24	0.91	0.93	0.93	0.96	0.94	0.95	0.94	0.85	0.94	0.89	0.95	0.94	0.94	0.93	0.94	0.95	0.96	0.96	0.94	0.95	0.94	0.95	0.91	0.94	0.95
chr16	87984039	87984241	0.66	0.86	0.81	0.77	0.82	0.86	0.60	0.86	0.88	0.85	0.86	0.95	0.94	0.93	0.91	0.87	0.93	0.67	0.95	0.95	0.97	0.88	0.92	0.97	0.94	0.97	0.89	0.68	0.71	0.91	0.55	0.92	0.06	0.68	0.96	0.93	0.96	0.96	0.98
chr16	87993326	87993789	0.88	0.92	0.93	0.87	0.93	0.90	0.85	0.93	0.85	0.93	0.94	0.96	0.96	0.93	0.90	0.93	0.94	0.90	0.90	0.93	0.93	0.80	0.95	0.96	0.97	0.92	0.94	0.93	0.91	0.89	0.95	0.93	0.63	0.12	0.91	0.91	0.93	0.95	0.94
chr16	88003957	88004586	0.93	0.94	0.93	0.89	0.90	0.62	0.87	0.91	0.91	0.92	0.95	0.91	0.96	0.94	0.90	0.91	0.92	0.92	0.25	0.94	0.94	0.84	0.95	0.96	0.97	0.95	0.95	0.93	0.91	0.86	0.96	0.95	0.96	0.96	0.87	0.93	0.93	0.96	0.95
chr16	88019835	88020077	0.85	0.89	0.92	0.83	0.82	0.74	0.73	0.87	0.96	0.94	0.75	0.97	0.97	0.97	0.93	0.95	0.93	0.91	0.95	0.89	0.87	0.88	0.96	0.97	0.98	0.98	0.97	0.23	0.82	0.86	0.94	0.95	0.96	0.95	0.96	0.93	0.94	0.97	0.95
chr16	88045850	88046189	0.93	0.94	0.66	0.94	0.94	0.92	0.93	0.97	0.90	0.96	0.70	0.97	0.97	0.96	0.96	0.96	0.95	0.94	0.95	0.96	0.97	0.88	0.83	0.58	0.64	0.93	0.02	0.92	0.95	0.95	0.96	0.95	0.97	0.93	0.95	0.96	0.96	0.97	0.96
chr16	88046272	88046568	0.95	0.95	0.68	0.94	0.92	0.93	0.93	0.97	0.93	0.97	0.81	0.97	0.97	0.97	0.94	0.92	0.92	0.84	0.92	0.90	0.87	0.88	0.95	0.92	0.86	0.97	0.09	0.94	0.95	0.95	0.97	0.96	0.97	0.97	0.95	0.96	0.96	0.96	0.96
chr16	88235686	88235924	0.92	0.94	0.83	0.92	0.95	0.93	0.95	0.97	0.91	0.95	0.95	0.83	0.84	0.93	0.79	0.85	0.74	0.94	0.95	0.96	0.95	0.59	0.82	0.88	0.92	0.92	0.84	0.89	0.89	0.90	0.98	0.93	0.96	0.98	0.87	0.02	0.80	0.78	0.07
chr16	88465535	88465865	0.94	0.93	0.91	0.88	0.94	0.79	0.86	0.95	0.89	0.93	0.92	0.96	0.96	0.75	0.91	0.88	0.91	0.93	0.87	0.95	0.94	0.77	0.94	0.87	0.88	0.87	0.89	0.92	0.90	0.93	0.95	0.95	0.96	0.97	0.93	0.12	0.83	0.94	0.88
chr16	88491281	88491647	0.91	0.94	0.89	0.78	0.85	0.92	0.83	0.95	0.88	0.93	0.97	0.83	0.97	0.92	0.94	0.96	0.96	0.95	0.95	0.95	0.95	0.12	0.94	0.93	0.94	0.92	0.90	0.93	0.93	0.96	0.95	0.96	0.97	0.95	0.95	0.47	0.87	0.96	0.94
chr16	88493679	88494424	0.93	0.95	0.87	0.95	0.91	0.90	0.90	0.95	0.86	0.93	0.96	0.96	0.98	0.95	0.95	0.96	0.97	0.95	0.93	0.96	0.95	0.83	0.95	0.97	0.95	0.96	0.94	0.92	0.94	0.94	0.96	0.97	0.97	0.97	0.95	0.22	0.94	0.96	0.94
chr16	88494440	88494834	0.84	0.89	0.73	0.88	0.80	0.82	0.86	0.93	0.76	0.85	0.94	0.92	0.97	0.92	0.93	0.94	0.95	0.91	0.85	0.93	0.92	0.50	0.93	0.92	0.93	0.93	0.93	0.89	0.88	0.87	0.94	0.96	0.96	0.96	0.91	0.04	0.84	0.92	0.87
chr16	88553387	88553586	0.91	0.91	0.85	0.88	0.90	0.86	0.80	0.93	0.76	0.91	0.95	0.89	0.91	0.92	0.87	0.86	0.84	0.30	0.88	0.85	0.80	0.74	0.93	0.96	0.95	0.95	0.93	0.90	0.83	0.83	0.88	0.90	0.91	0.93	0.80	0.88	0.94	0.89	0.87
chr16	88601420	88601809	0.96	0.96	0.95	0.92	0.96	0.95	0.94	0.96	0.93	0.96	0.96	0.78	0.97	0.94	0.93	0.97	0.94	0.94	0.84	0.97	0.94	0.87	0.96	0.98	0.97	0.98	0.97	0.76	0.71	0.84	0.81	0.94	0.84	0.93	0.11	0.95	0.87	0.95	0.96
chr16	88642932	88643194	0.87	0.91	0.86	0.88	0.89	0.85	0.85	0.88	0.82	0.91	0.94	0.95	0.93	0.95	0.89	0.91	0.89	0.86	0.93	0.92	0.91	0.76	0.93	0.92	0.85	0.85	0.91	0.05	0.55	0.79	0.84	0.89	0.86	0.90	0.86	0.93	0.90	0.88	0.84
chr16	88643342	88643610	0.90	0.92	0.86	0.91	0.92	0.89	0.88	0.90	0.89	0.91	0.88	0.95	0.95	0.94	0.92	0.91	0.88	0.73	0.91	0.89	0.90	0.82	0.95	0.96	0.95	0.94	0.81	0.22	0.85	0.91	0.92	0.93	0.92	0.92	0.92	0.91	0.94	0.87	0.86
chr16	88645676	88645916	0.94	0.94	0.91	0.93	0.92	0.92	0.93	0.92	0.93	0.94	0.96	0.97	0.96	0.97	0.94	0.94	0.91	0.96	0.96	0.97	0.96	0.79	0.95	0.96	0.95	0.95	0.95	0.92	0.93	0.95	0.96	0.96	0.97	0.95	0.95	0.97	0.94	0.12	0.72
chr16	88653533	88653998	0.89	0.89	0.87	0.88	0.82	0.90	0.84	0.94	0.64	0.92	0.94	0.96	0.96	0.94	0.92	0.90	0.94	0.95	0.95	0.90	0.93	0.72	0.81	0.07	0.92	0.90	0.93	0.69	0.75	0.81	0.93	0.93	0.94	0.96	0.94	0.92	0.93	0.94	0.94
chr16	88892265	88892500	0.81	0.91	0.88	0.65	0.32	0.85	0.70	0.84	0.77	0.91	0.83	0.89	0.89	0.94	0.89	0.91	0.92	0.90	0.89	0.92	0.92	0.85	0.92	0.96	0.97	0.97	0.96	0.78	0.89	0.87	0.95	0.94	0.93	0.96	0.82	0.87	0.90	0.90	0.88
chr16	88914341	88914504	0.85	0.92	0.86	0.77	0.24	0.90	0.63	0.94	0.59	0.91	0.92	0.91	0.93	0.98	0.93	0.94	0.93	0.93	0.93	0.96	0.94	0.83	0.92	0.93	0.97	0.97	0.93	0.87	0.89	0.93	0.89	0.95	0.92	0.90	0.86	0.96	0.95	0.89	0.88
chr16	88943227	88943602	0.92	0.94	0.84	0.86	0.91	0.75	0.84	0.94	0.66	0.91	0.95	0.85	0.80	0.96	0.93	0.97	0.95	0.82	0.90	0.80	0.81	0.77	0.19	0.12	0.84	0.83	0.80	0.83	0.84	0.86	0.95	0.93	0.83	0.78	0.81	0.87	0.91	0.87	0.86
